rank,A0_m2,L_comb_m,phi,A6_frac,A1_m2,A2_m2,A3_m2,A6_m2,L23_m,L34_m,AR_nozzle,sigma_c,T1_K,P1_kPa,mdot_air,mdot_fuel,FAR,Ma4,T4_K,Tt4_K,P4_kPa,Pt4_kPa,Ma6,V6_ms,P6_kPa,T6_K,Fin_N,Isp_s,Ia_Ns_kg
168,4.5,0.5,0.85,1.4,0.6425541218159524,4.05,4.95,6.3,0.3,0.2,12.290803780514514,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.816610368371812,0.014847161572051465,0.06576711380324674,3160.691650901235,3162.63375143826,349.86355427706883,350.8362216761773,3.8098797358752927,2672.7167620269497,2.450915319608111,960.7455771043069,160577.5338523418,12681.9624815491,1312.4006289164347
169,4.1,0.9,0.95,1.5,0.5854381998767566,3.69,4.51,6.1499999999999995,0.54,0.36000000000000004,12.638788793814486,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403186,0.01659388646288342,0.0681754049209888,3314.0927185872397,3316.2683040198126,349.690884776123,350.7343252508592,3.8273767615314456,2782.692209744228,2.3698444508982472,1005.2270482594807,160276.58004317098,13869.268376719387,1437.740047976213
170,4.1,0.5,0.95,1.5,0.5854381998767566,3.69,4.51,6.1499999999999995,0.3,0.2,12.638886639722264,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.0681748767009088,3314.0812874842954,3316.2568326363485,349.6929915097704,350.7364221816693,3.8273851053744194,2782.6888235432907,2.369830886939587,1005.2198460099395,160276.1086974872,13869.227589601358,1437.7358198315528
171,4.1,0.7,0.95,1.5,0.5854381998767566,3.69,4.51,6.1499999999999995,0.42,0.27999999999999997,12.638850950058703,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.06817506815640184,3314.0802649223474,3316.255821705561,349.69194384206446,350.73537726405135,3.8273824543226005,2782.6878035303894,2.369833284451778,1005.2205374084015,160276.00658825642,13869.218753748206,1437.7349038740856
172,4.1,0.3,0.95,1.5,0.5854381998767566,3.69,4.51,6.1499999999999995,0.18,0.12,12.638942681015461,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403328,0.01659388646288355,0.06817457563744282,3314.071946949851,3316.2474675203166,349.69404785214056,350.73747253032883,3.8273900953980275,2782.6856708613063,2.3698217412396962,1005.214679613879,160275.69127631266,13869.191468751425,1437.7320754096334
173,4.3,0.3,0.9,1.4,0.6139961608463544,3.87,4.73,6.02,0.18,0.12,12.03627717522501,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.06698513695092048,3238.6351326139406,3240.6934465688205,349.7789667492101,350.78713638160957,3.78410250665539,2721.0414915742867,2.5348676100534524,996.6757932008252,160198.97168537712,13229.148022024418,1370.2046224995559
174,4.3,0.9,0.9,1.4,0.6139961608463544,3.87,4.73,6.02,0.54,0.36000000000000004,12.036193427111828,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.06698560740202285,3238.6256109870947,3240.6839485496434,349.7759962908024,350.7841716193311,3.784096517525077,2721.0359279820227,2.5348702374808507,996.6748371624961,160198.3199860439,13229.094205031373,1370.1990484223352
175,4.3,0.5,0.9,1.4,0.6139961608463544,3.87,4.73,6.02,0.3,0.2,12.036277380604856,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585203,0.015720524017466098,0.06698513945942139,3238.617236222474,3240.6755403634147,349.7779875151654,350.78615455274263,3.7841038662306548,2721.0336812680844,2.5348580431256353,996.6691092427441,160197.9770166414,13229.065882795941,1370.1961149561853
176,4.3,0.7,0.9,1.4,0.6139961608463544,3.87,4.73,6.02,0.42,0.27999999999999997,12.036248090933512,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.066985301923603,3238.6147795236566,3240.6730922802676,349.7769967723903,350.7851658710632,3.784101706088342,2721.032116747183,2.5348594311301293,996.6691007025794,160197.79766215396,13229.051071795353,1370.194580911708
177,4.2,0.9,0.95,1.2,0.5997171803615555,3.7800000000000002,4.620000000000001,5.04,0.54,0.36000000000000004,10.111035457356559,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899556,0.01659388646288231,0.06817537494360826,3314.0927205103053,3316.268304030794,349.69103864044166,350.7344786555879,3.610352056650919,2733.237609986908,3.2721182269717044,1094.722028628488,159943.45618907278,13510.907721119906,1400.5910468768284
178,4.2,0.5,0.95,1.2,0.5997171803615555,3.7800000000000002,4.620000000000001,5.04,0.3,0.2,10.111113012159159,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.894973952889984,0.016593886462882557,0.06817485161756551,3314.081289068309,3316.256832620442,349.69312025476813,350.7365505421097,3.6103599972954648,2733.234496356725,3.2720996188562355,1094.7143228948794,159942.99700284153,13510.868932269486,1400.5870258800358
179,4.2,0.7,0.95,1.2,0.5997171803615555,3.7800000000000002,4.620000000000001,5.04,0.42,0.27999999999999997,10.11108482141143,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899698,0.016593886462882436,0.06817504062596268,3314.080266661681,3316.2558216888856,349.6920851465424,350.73551814645134,3.610357439542524,2733.2334291033817,3.272102968419069,1094.7150568079028,159942.8886366903,13510.859778252785,1400.5860769405492
180,4.2,0.3,0.95,1.2,0.5997171803615555,3.7800000000000002,4.620000000000001,5.04,0.18,0.12,10.111157484193031,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899556,0.01659388646288231,0.06817455300137742,3314.0719483926314,3316.2474675192925,349.6941640376234,350.7375883687715,3.610364727452239,2733.231527874687,3.272087114419208,1094.7087922197886,159942.5856130685,13510.834180930528,1400.5834234267277
181,4.3,0.9,0.95,1.0,0.6139961608463544,3.87,4.73,4.3,0.54,0.36000000000000004,8.425866437071011,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817534601806662,3314.0927223638814,3316.2683040393745,349.69118710564055,350.73462667731786,3.4371657801557722,2688.7469927632906,4.264111808204361,1172.9529977466764,159857.6554348796,13189.621270117157,1367.2852959942372
182,4.3,0.5,0.95,1.0,0.6139961608463544,3.87,4.73,4.3,0.3,0.2,8.425930485567928,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.06817482741453647,3314.081290604314,3316.2568326126825,349.6932444820803,350.736674398353,3.4371734248708226,2688.744121821093,4.264087637716366,1172.944861391978,159857.20655927982,13189.584234048149,1367.2814566972975
183,4.3,0.7,0.95,1.0,0.6139961608463544,3.87,4.73,4.3,0.42,0.27999999999999997,8.425907283545676,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817501406163963,3314.080268344541,3316.255821677362,349.69222149262123,350.7356540852635,3.4371709371586614,2688.74301231682,4.264092060363689,1172.9456303623674,159857.09227019007,13189.574804222564,1367.2804791664344
184,4.3,0.3,0.95,1.0,0.6139961608463544,3.87,4.73,4.3,0.18,0.12,8.425967255327242,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.0681745311596395,3314.0719497860255,3316.247467519548,349.69427614614654,350.7377001424364,3.437177965139627,2688.741317238233,4.264071392787505,1172.9390184513602,159856.79973663087,13189.550667706586,1367.277977085236
185,4.4,0.7,0.85,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.42,0.27999999999999997,14.046565833300585,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.776241249074701,0.014847161572051803,0.06576742994056661,3160.702422566995,3162.6445475800483,349.8624833862348,350.83515707916354,3.9428946888836984,2699.0354408912845,2.021293957269337,912.4138282607607,159367.96622373365,12872.489551893732,1332.1174390954352
186,4.4,0.9,0.85,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.54,0.36000000000000004,14.046533453632627,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746868,0.014847161572051683,0.06576758228463958,3160.699976074586,3162.6421087663207,349.8615348804696,350.83421046795223,3.942892625975875,2699.033928739489,2.021294892053016,912.4137568280171,159367.78742164394,12872.4751096687,1332.1159445329613
187,4.4,0.3,0.85,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.18,0.12,14.04665905606925,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746584,0.014847161572051445,0.06576699024327458,3160.6948107765234,3162.636905719347,349.8643874571952,350.8370534874604,3.942901885766625,2699.0333041844715,2.021284763581853,912.4087841778986,159367.63954958823,12872.463165728292,1332.1147085069967
188,4.4,0.5,0.85,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.3,0.2,14.046628334040951,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746584,0.014847161572051445,0.06576713525001801,3160.691649633066,3162.633751436015,349.86344011546873,350.8361078322629,3.9429000005561,2699.0314975059678,2.02128527730688,912.408415544216,159367.42167560404,12872.445567583247,1332.1128873522143
189,4.5,0.7,0.85,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.42,0.27999999999999997,11.412838787220533,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718688,0.01484716157205193,0.06576740649958579,3160.7024239567745,3162.6445475861838,349.8626081621075,350.8352815078073,3.736764155742236,2657.409086203497,2.7285102172345104,988.5089330833188,159179.24915256814,12571.529884437721,1300.9724441924457
190,4.5,0.9,0.85,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.54,0.36000000000000004,11.412812823071722,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718546,0.014847161572051813,0.06576755684945294,3160.699977579178,3162.6421087695535,349.8616702706762,350.83434548139104,3.7367621526475143,2657.407556404117,2.728511514443987,988.5088515268375,159179.06493234276,12571.515335241887,1300.9709385600336
191,4.5,0.3,0.85,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.18,0.12,11.412913842092163,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718546,0.014847161572051813,0.06576697079059127,3160.6948119255653,3162.636905720168,349.86449100461493,350.83715674672504,3.736771035095393,2657.407102393329,2.728497874505267,988.5036071463151,159178.92821404085,12571.504537614512,1300.9698211609732
192,4.5,0.5,0.85,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.3,0.2,11.412889224763479,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.816610368371812,0.014847161572051465,0.06576711380324674,3160.691650901235,3162.63375143826,349.86355427706883,350.8362216761773,3.736769198329111,2657.4052848285505,2.7284986142491268,988.5032110771886,159178.7046521165,12571.486881321827,1300.9679939887462
193,4.4,0.3,0.9,1.1,0.6282751413311535,3.9600000000000004,4.840000000000001,4.840000000000001,0.18,0.12,9.45707781864369,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.8807260284319227,0.015720524017465664,0.06698511633787874,3238.6351338784966,3240.6934465673285,349.77907445353753,350.78724377518677,3.5503626544414484,2667.1948857508396,3.5950855520448677,1093.0864839869894,159099.23165429084,12839.7336045298,1329.8711532518923
194,4.4,0.9,0.9,1.1,0.6282751413311535,3.9600000000000004,4.840000000000001,4.840000000000001,0.54,0.36000000000000004,9.457012931411011,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.8807260284319511,0.0157205240174659,0.06698558027519422,3238.6256126622493,3240.6839485586725,349.77613802848,350.7843129480576,3.550356816482085,2667.1892752861168,3.5950895398077027,1093.08542588375,159098.56216046485,12839.67957458706,1329.8655571184781
195,4.4,0.5,0.9,1.1,0.6282751413311535,3.9600000000000004,4.840000000000001,4.840000000000001,0.3,0.2,9.457078284976733,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.880726028431937,0.015720524017465782,0.06698511667516995,3238.6172376185937,3240.675540360137,349.77810656379194,350.7862732578914,3.550363811335519,2667.187315138625,3.595072281465831,1093.0791924834948,159098.23798353583,12839.653412641677,1329.8628474036543
196,4.4,0.7,0.9,1.1,0.6282751413311535,3.9600000000000004,4.840000000000001,4.840000000000001,0.42,0.27999999999999997,9.457055576614714,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.8807260284319085,0.015720524017465546,0.06698527696810244,3238.614781057099,3240.6730922809543,349.77712716544477,350.7852958879084,3.550361713917958,2667.185722549464,3.5950743273757997,1093.0791778671114,159098.0523641807,12839.638432663167,1329.861295857344
197,4.1,0.9,0.95,1.4,0.5854381998767566,3.69,4.51,5.739999999999999,0.54,0.36000000000000004,11.796202874226854,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403186,0.01659388646288342,0.0681754049209888,3314.0927185872397,3316.2683040198126,349.690884776123,350.7343252508592,3.7594619265709266,2767.9164409827263,2.6182270081459307,1032.2550418413218,159037.92948066056,13762.083801956162,1426.6288955003502
198,4.1,0.5,0.95,1.4,0.5854381998767566,3.69,4.51,5.739999999999999,0.3,0.2,11.796294197074113,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.0681748767009088,3314.0812874842954,3316.2568326363485,349.6929915097704,350.7364221816693,3.759470159662965,2767.913140821788,2.6182120336693124,1032.247678510769,159037.46545667472,13762.043648409137,1426.6247330340218
199,4.1,0.7,0.95,1.4,0.5854381998767566,3.69,4.51,5.739999999999999,0.42,0.27999999999999997,11.796260886721457,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.06817506815640184,3314.0802649223474,3316.255821705561,349.69194384206446,350.73537726405135,3.759467528752506,2767.9121045104453,2.618214699903713,1032.2483869358884,159037.36203975996,13762.034699397715,1426.6238053461464
200,4.1,0.3,0.95,1.4,0.5854381998767566,3.69,4.51,5.739999999999999,0.18,0.12,11.796346502281096,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403328,0.01659388646288355,0.06817457563744282,3314.071946949851,3316.2474675203166,349.69404785214056,350.73747253032883,3.7594750753566704,2767.9100455342286,2.618201947342255,1032.2423974071985,159037.05296121302,13762.007953797605,1426.6210327975634
201,4.3,0.3,0.9,1.3,0.6139961608463544,3.87,4.73,5.59,0.18,0.12,11.176543091280367,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.06698513695092048,3238.6351326139406,3240.6934465688205,349.7789667492101,350.78713638160957,3.711393153791809,2705.0853294793496,2.8218709886315896,1025.5414856616392,158798.9167894466,13113.532214617113,1358.2297535601679
202,4.3,0.9,0.9,1.3,0.6139961608463544,3.87,4.73,5.59,0.54,0.36000000000000004,11.176465325175268,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.06698560740202285,3238.6256109870947,3240.6839485496434,349.7759962908024,350.7841716193311,3.7113871868888135,2705.0797505008527,2.8218740002375413,1025.540502343576,158798.26426184684,13113.478329226247,1358.2241723986654
203,4.3,0.5,0.9,1.3,0.6139961608463544,3.87,4.73,5.59,0.3,0.2,11.176543281990224,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585203,0.015720524017466098,0.06698513945942139,3238.617236222474,3240.6755403634147,349.7779875151654,350.78615455274263,3.711394439713,2705.077617363212,2.8218604232084674,1025.534570660793,158797.93243368587,13113.450927028762,1358.2213342251412
204,4.3,0.7,0.9,1.3,0.6139961608463544,3.87,4.73,5.59,0.42,0.27999999999999997,11.17651608443826,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.8379822550585487,0.01572052401746634,0.066985301923603,3238.6147795236566,3240.6730922802676,349.7769967723903,350.7851658710632,3.7113922909308505,2705.07604267823,2.821861994548766,1025.5345638420126,158797.75228772336,13113.436050668575,1358.219793411065
205,4.2,0.3,0.9,1.6,0.5997171803615555,3.7800000000000002,4.620000000000001,6.720000000000001,0.18,0.12,13.755740982322246,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851605,0.01572052401746692,0.06698515829581683,3238.635131301096,3240.693446566974,349.77885522080646,350.7870251749874,3.916287782453991,2748.069240604948,2.0907346790838277,947.0250967266271,158785.4894107339,13424.623945517313,1390.4509764984252
206,4.2,0.9,0.9,1.6,0.5997171803615555,3.7800000000000002,4.620000000000001,6.720000000000001,0.54,0.36000000000000004,13.755643892203794,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851321,0.015720524017466674,0.0669856354921779,3238.625609267991,3240.683948555841,349.77584952065575,350.7840252726505,3.916281648726601,2748.063696928132,2.09073682603985,947.0241991333806,158784.8541793454,13424.570239460545,1390.445413911392
207,4.2,0.5,0.9,1.6,0.5997171803615555,3.7800000000000002,4.620000000000001,6.720000000000001,0.3,0.2,13.755740757716849,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851321,0.015720524017466674,0.06698516305258376,3238.617234770235,3240.6755403602533,349.7778642396779,350.7860316329346,3.9162892279067756,2748.061354985438,2.0907267230654356,947.0186524652353,158784.51183701653,13424.541295902523,1390.4424160919614
208,4.2,0.7,0.9,1.6,0.5997171803615555,3.7800000000000002,4.620000000000001,6.720000000000001,0.42,0.27999999999999997,13.755706824462685,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.795238481685118,0.01572052401746655,0.06698532776525001,3238.6147779426665,3240.6730922864645,349.7768617496733,350.78503123791637,3.9162870130286973,2748.0598011005777,2.0907278776762515,947.0186526793956,158784.33749751074,13424.526556254004,1390.4408894377505
209,4.4,0.7,0.85,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.42,0.27999999999999997,13.168655468719297,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.776241249074701,0.014847161572051803,0.06576742994056661,3160.702422566995,3162.6445475800483,349.8624833862348,350.83515707916354,3.878056121241841,2686.471471651677,2.218748486147985,935.6366458375403,158241.51100328032,12781.503368160893,1322.7016783306944
210,4.4,0.9,0.85,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.54,0.36000000000000004,13.168625112780587,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746868,0.014847161572051683,0.06576758228463958,3160.699976074586,3162.6421087663207,349.8615348804696,350.83421046795223,3.8780540687853797,2686.469950993992,2.218749527928577,935.6365733425584,158241.33145328177,12781.488865525675,1322.7001775166354
211,4.4,0.3,0.85,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.18,0.12,13.168742865064923,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746584,0.014847161572051445,0.06576699024327458,3160.6948107765234,3162.636905719347,349.8643874571952,350.8370534874604,3.8780632274324605,2686.469391646324,2.218738401771821,935.6315099604419,158241.18944715444,12781.477395388774,1322.6989905225164
212,4.4,0.5,0.85,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.3,0.2,13.16871406316339,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.7762412490746584,0.014847161572051445,0.06576713525001801,3160.691649633066,3162.633751436015,349.86344011546873,350.8361078322629,3.8780613486651476,2686.4675787434194,2.2187389835710363,935.6311348828275,158240.9710333375,12781.45975364029,1322.6971648554052
213,4.2,0.9,0.95,1.1,0.5997171803615555,3.7800000000000002,4.620000000000001,4.620000000000001,0.54,0.36000000000000004,9.268449169243516,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899556,0.01659388646288231,0.06817537494360826,3314.0927205103053,3316.268304030794,349.69103864044166,350.7344786555879,3.5270546138359267,2712.4333143185036,3.71270494894436,1131.5646010958317,158163.18065677656,13360.522459927424,1385.001550245216
214,4.2,0.5,0.95,1.1,0.5997171803615555,3.7800000000000002,4.620000000000001,4.620000000000001,0.3,0.2,9.268520261145898,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.894973952889984,0.016593886462882557,0.06817485161756551,3314.081289068309,3316.256832620442,349.69312025476813,350.7365505421097,3.527062437449917,2712.4303216821954,3.712683827242066,1131.5566787637702,158162.73187246782,13360.484549758872,1384.9976203358608
215,4.2,0.7,0.95,1.1,0.5997171803615555,3.7800000000000002,4.620000000000001,4.620000000000001,0.42,0.27999999999999997,9.268494419627146,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899698,0.016593886462882436,0.06817504062596268,3314.080266661681,3316.2558216888856,349.6920851465424,350.73551814645134,3.527059899527812,2712.429230965066,3.7126876680037393,1131.5574359125894,158162.6216152367,13360.475235996933,1384.9966548365874
216,4.2,0.3,0.95,1.1,0.5997171803615555,3.7800000000000002,4.620000000000001,4.620000000000001,0.18,0.12,9.268561027176947,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.8949739528899556,0.01659388646288231,0.06817455300137742,3314.0719483926314,3316.2474675192925,349.6941640376234,350.7375883687715,3.5270670882809068,2712.427433618231,3.7126696545446,1131.5509940304316,158162.3274646907,13360.450388210236,1384.9940790224152
217,4.2,0.3,0.9,1.5,0.5997171803615555,3.7800000000000002,4.620000000000001,6.300000000000001,0.18,0.12,12.896007170927106,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851605,0.01572052401746692,0.06698515829581683,3238.635131301096,3240.693446566974,349.77885522080646,350.7870251749874,3.8518613214118766,2735.137024671553,2.2948531110847292,970.8853158756149,157677.81120356408,13330.97456080915,1380.7512725108568
218,4.2,0.9,0.9,1.5,0.5997171803615555,3.7800000000000002,4.620000000000001,6.300000000000001,0.54,0.36000000000000004,12.895916148941057,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851321,0.015720524017466674,0.0669856354921779,3238.625609267991,3240.683948555841,349.77584952065575,350.7840252726505,3.851855212365078,2735.131458228911,2.2948555233345354,970.8844041484748,157677.17407389652,13330.920694261127,1380.745693300995
219,4.2,0.5,0.9,1.5,0.5997171803615555,3.7800000000000002,4.620000000000001,6.300000000000001,0.3,0.2,12.896006960359545,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.7952384816851321,0.015720524017466674,0.06698516305258376,3238.617234770235,3240.6755403602533,349.7778642396779,350.7860316329346,3.851862704333392,2735.129173725595,2.2948444328331132,970.8787606637643,157676.83648467026,13330.892152557302,1380.7427371034796
220,4.2,0.7,0.9,1.5,0.5997171803615555,3.7800000000000002,4.620000000000001,6.300000000000001,0.42,0.27999999999999997,12.895975147933767,0.5126485621862586,1256.807576956237,331.61065403817764,114.19711452941954,1.795238481685118,0.01572052401746655,0.06698532776525001,3238.6147779426665,3240.6730922864645,349.7768617496733,350.78503123791637,3.851860501131132,2735.1276101917983,2.2948457169809693,970.8787613429707,157676.6613455603,13330.877345305722,1380.7412034473039
221,4.1,0.9,0.95,1.3,0.5854381998767566,3.69,4.51,5.33,0.54,0.36000000000000004,10.953616954639223,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403186,0.01659388646288342,0.0681754049209888,3314.0927185872397,3316.2683040198126,349.690884776123,350.7343252508592,3.6871762325621145,2751.5009698658682,2.9145150650341116,1061.991144861352,157663.09521865353,13643.114796327587,1414.2961250027208
222,4.1,0.5,0.95,1.3,0.5854381998767566,3.69,4.51,5.33,0.3,0.2,10.953701754425964,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.0681748767009088,3314.0812874842954,3316.2568326363485,349.6929915097704,350.7364221816693,3.6871843524221823,2751.4977653589135,2.9144984038538384,1061.9836049352755,157662.63930231045,13643.075344362001,1414.292035264939
223,4.1,0.7,0.95,1.3,0.5854381998767566,3.69,4.51,5.33,0.42,0.27999999999999997,10.953670823384211,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.849855525440347,0.016593886462883678,0.06817506815640184,3314.0802649223474,3316.255821705561,349.69194384206446,350.73537726405135,3.6871817418014037,2751.496710751661,2.9145013944326847,1061.9843321822698,157662.53442499353,13643.066268977096,1414.2910944767175
224,4.1,0.3,0.95,1.3,0.5854381998767566,3.69,4.51,5.33,0.18,0.12,10.953750323546734,0.5126485621862586,1256.807576956237,331.61065403817764,111.4781356120524,1.8498555254403328,0.01659388646288355,0.06817457563744282,3314.071946949851,3316.2474675203166,349.69404785214056,350.73747253032883,3.687189191957873,2751.4947337840954,2.9144871943390656,1061.9781981596989,157662.23225466223,13643.040121167985,1414.2883838973771
225,4.5,0.7,0.85,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.42,0.27999999999999997,10.53492811128049,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718688,0.01484716157205193,0.06576740649958579,3160.7024239567745,3162.6445475861838,349.8626081621075,350.8352815078073,3.658514397550846,2640.1428738285863,3.0643666453247733,1019.4358355658522,157600.17659810468,12446.819170485893,1288.0666798313603
226,4.5,0.9,0.85,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.54,0.36000000000000004,10.534904144373895,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718546,0.014847161572051813,0.06576755684945294,3160.699977579178,3162.6421087695535,349.8616702706762,350.83434548139104,3.6585124045652235,2640.1413346013765,3.0643681331880672,1019.435753331766,157599.99164158796,12446.804563139838,1288.065168181237
227,4.5,0.3,0.85,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.18,0.12,10.534997392700456,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.8166103683718546,0.014847161572051813,0.06576697079059127,3160.6948119255653,3162.636905720168,349.86449100461493,350.83715674672504,3.658521187039619,2640.1409971598514,3.0643527693275634,1019.4303184865045,157599.86636773733,12446.794669363073,1288.0641443177087
228,4.5,0.5,0.85,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.3,0.2,10.53497466901244,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.816610368371812,0.014847161572051465,0.06576711380324674,3160.691650901235,3162.63375143826,349.86355427706883,350.8362216761773,3.6585193563826084,2640.139175234699,3.0643536338293558,1019.4299107084611,157599.6425999097,12446.776996808725,1288.062315462634
229,4.0,0.9,0.95,1.6,0.5711592193919577,3.6,4.4,6.4,0.54,0.36000000000000004,13.481368597215722,0.5126485621862586,1256.807576956237,331.61065403817764,108.75915669468527,1.8047370979907384,0.01659388646288511,0.06817543601579835,3314.092716602602,3316.2683040185416,349.69072517728387,350.7341661287437,3.890887269998634,2795.9219671730903,2.1596609210188342,980.8781078440909,157448.8093378216,13965.186220630636,1447.6832491430641
230,4.0,0.5,0.95,1.6,0.5711592193919577,3.6,4.4,6.4,0.3,0.2,13.481473964668222,0.5126485621862586,1256.807576956237,331.61065403817764,108.75915669468527,1.8047370979907384,0.01659388646288511,0.0681749027190118,3314.0812858303234,3316.256832641914,349.6928579664755,350.7362890372678,3.890895777224942,2795.9184850817037,2.159648497520241,980.871090130234,157448.340644342,13965.144649076361,1447.6789396808188
231,4.0,0.7,0.95,1.6,0.5711592193919577,3.6,4.4,6.4,0.42,0.27999999999999997,13.481435396423604,0.5126485621862586,1256.807576956237,331.61065403817764,108.75915669468527,1.8047370979906958,0.01659388646288472,0.06817509671290974,3314.0802631171628,3316.255821721833,349.69179727118797,350.7352311309871,3.8908930725571502,2795.9174755614176,2.1596507019071747,980.8717732336918,157448.24192131218,13965.135892671657,1447.678031959273
