rank,A0_m2,L_comb_m,phi,A6_frac,A1_m2,A2_m2,A3_m2,A6_m2,L23_m,L34_m,AR_nozzle,sigma_c,T1_K,P1_kPa,mdot_air,mdot_fuel,FAR,Ma4,T4_K,Tt4_K,P4_kPa,Pt4_kPa,Ma6,V6_ms,P6_kPa,T6_K,Fin_N,Isp_s,Ia_Ns_kg
13,4.4,0.9,0.95,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.54,0.36000000000000004,13.481391793751484,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077892012,0.01659388646288,0.06817531808432993,3314.092724146886,3316.2683040406428,349.6913304802611,350.73476962368375,3.893090545275218,2796.3698157766075,2.1575651084235483,980.04827531204,173233.99594083332,13968.436201479633,1448.0201542699056
14,4.4,0.5,0.95,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.3,0.2,13.48149337438661,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891302,0.016593886462879407,0.0681748040412519,3314.081292080183,3316.256832597708,349.6933644499015,350.73679400783254,3.893098791447589,2796.366277954197,2.1575529410216476,980.0413612600407,173233.4753291449,13968.394222818835,1448.01580260548
15,4.4,0.7,0.95,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.42,0.27999999999999997,13.48145669965635,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.985210807789187,0.016593886462879882,0.068174988408085,3314.080269961218,3316.255821657744,349.6923531636726,350.7357853630116,3.8930962196001766,2796.365295980278,2.1575550320220334,980.0419936578788,173233.36932222478,13968.385675126488,1448.0149165198366
16,4.4,0.3,0.95,1.6,0.6282751413311535,3.9600000000000004,4.840000000000001,7.040000000000001,0.18,0.12,13.481551757481435,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891728,0.016593886462879764,0.06817451006681034,3314.0719511307743,3316.2474675189264,349.69438441070184,350.73780808361124,3.8931037489569023,2796.3630291831228,2.157544723775174,980.0363847700349,173233.01806360818,13968.35735197,1448.0119804358799
17,4.5,0.9,0.95,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.54,0.36000000000000004,10.953635146999652,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817529108704053,3314.0927258732045,3316.2683040449588,349.69146904871434,350.7349077782339,3.6892022464914187,2751.971035732332,2.9118108952845407,1061.143837742818,173088.14632338643,13646.527506832066,1414.6498992921197
18,4.5,0.5,0.95,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.3,0.2,10.953716976925168,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817478145153294,3314.0812935042154,3316.256832580873,349.6934803961987,350.7369096077984,3.6892101222780407,2751.9677711355384,2.911794559603718,1061.1364061351667,173087.64027599964,13646.487609301643,1414.6457633654259
19,4.5,0.7,0.95,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.42,0.27999999999999997,10.953687530883146,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817496361458907,3314.0802715323407,3316.2558216474354,349.6924804208811,350.7359122401036,3.6892076365590487,2751.9667461427803,2.9117974191183573,1061.1370804024893,173087.5281236892,13646.478767046285,1414.644846744282
20,4.5,0.3,0.95,1.3,0.6425541218159524,4.05,4.95,5.8500000000000005,0.18,0.12,10.95376406098103,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817448968105522,3314.0719524294896,3316.24746751737,349.694489046052,350.7379124064198,3.6892148412970065,2751.9647093312306,2.9117835666987593,1061.131054203228,173087.19098255967,13646.452186337001,1414.6420912888966
21,4.4,0.9,0.95,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.54,0.36000000000000004,12.638804806642016,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077892012,0.01659388646288,0.06817531808432993,3314.092724146886,3316.2683040406428,349.6913304802611,350.73476962368375,3.8289749097913406,2783.0325941923647,2.3681558440849644,1004.6014430816703,172034.83801839975,13871.744089495256,1437.9966895890511
22,4.4,0.5,0.95,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.3,0.2,12.638900038487446,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891302,0.016593886462879407,0.0681748040412519,3314.081292080183,3316.256832597708,349.6933644499015,350.73679400783254,3.828983064397207,2783.029165132438,2.368142484143378,1004.5943196356749,172034.32826127464,13871.702986074184,1437.9924286552375
23,4.4,0.7,0.95,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.42,0.27999999999999997,12.638865655927829,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.985210807789187,0.016593886462879882,0.068174988408085,3314.080269961218,3316.255821657744,349.6923531636726,350.7357853630116,3.8289805102813914,2783.0281662284156,2.36814479417884,1004.5949725160262,172034.22069849537,13871.694312927712,1437.9915295645517
24,4.4,0.3,0.95,1.5,0.6282751413311535,3.9600000000000004,4.840000000000001,6.6000000000000005,0.18,0.12,12.638954772638845,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891728,0.016593886462879764,0.06817451006681034,3314.0719511307743,3316.2474675189264,349.69438441070184,350.73780808361124,3.828987961031942,2783.0259908847793,2.3681334690941136,1004.5891931529184,172033.87850801667,13871.666720965497,1437.9886692789187
25,4.5,0.9,0.95,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.54,0.36000000000000004,10.111047827999677,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817529108704053,3314.0927258732045,3316.2683040449588,349.69146904871434,350.7349077782339,3.6118169020341995,2733.5939829721133,3.26988959452674,1094.0868486236307,171400.76376146157,13513.491749993844,1400.858916940073
26,4.5,0.5,0.95,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.3,0.2,10.111123363315539,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817478145153294,3314.0812935042154,3316.256832580873,349.6934803961987,350.7369096077984,3.6118246643186,2733.590823359883,3.2698712542501283,1094.0792248424345,171400.26744085594,13513.45261933735,1400.8548605103886
27,4.5,0.7,0.95,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.42,0.27999999999999997,10.11109618235367,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817496361458907,3314.0802715323407,3316.2558216474354,349.6924804208811,350.7359122401036,3.6118221977879186,2733.589778776052,3.2698744941794824,1094.079918656323,171400.15359266227,13513.44364337603,1400.8539300287864
28,4.5,0.3,0.95,1.2,0.6425541218159524,4.05,4.95,5.3999999999999995,0.18,0.12,10.111166825520948,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817448968105522,3314.0719524294896,3316.24746751737,349.694489046052,350.7379124064198,3.611829306379831,2733.587831745977,3.2698589282630324,1094.0737356505276,171399.82472117568,13513.417714657724,1400.8512421612156
29,4.4,0.9,0.95,1.4,0.6282751413311535,3.9600000000000004,4.840000000000001,6.16,0.54,0.36000000000000004,11.796217819532547,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077892012,0.01659388646288,0.06817531808432993,3314.092724146886,3316.2683040406428,349.6913304802611,350.73476962368375,3.7610343693937938,2768.265518256669,2.6163674462538857,1031.6193892097685,170706.31312027734,13764.620685796604,1426.8918783337149
30,4.4,0.5,0.95,1.4,0.6282751413311535,3.9600000000000004,4.840000000000001,6.16,0.3,0.2,11.796306702588282,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891302,0.016593886462879407,0.0681748040412519,3314.081292080183,3316.256832597708,349.6933644499015,350.73679400783254,3.7610424148020254,2768.262173832422,2.6163526981713345,1031.6121064988029,170705.81109600663,13764.580205901437,1426.88768203692
31,4.4,0.7,0.95,1.4,0.6282751413311535,3.9600000000000004,4.840000000000001,6.16,0.42,0.27999999999999997,11.796274612199305,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.985210807789187,0.016593886462879882,0.068174988408085,3314.080269961218,3316.255821657744,349.6923531636726,350.7357853630116,3.7610398799869142,2768.2611593272413,2.61635526726559,1031.6127755043608,170705.70219454894,13764.571424812846,1426.8867717565522
32,4.4,0.3,0.95,1.4,0.6282751413311535,3.9600000000000004,4.840000000000001,6.16,0.18,0.12,11.796357787796255,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891728,0.016593886462879764,0.06817451006681034,3314.0719511307743,3316.2474675189264,349.69438441070184,350.73780808361124,3.761047237849522,2768.2590562740875,2.61634275668615,1031.6068662208804,170705.36657212357,13764.54436245473,1426.8839663716535
33,4.5,0.3,0.9,1.6,0.6425541218159524,4.05,4.95,7.2,0.18,0.12,13.755753624495053,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509641585985,3238.6351351023377,3240.693446567565,349.77917854743816,350.7873475687595,3.9178850986044087,2748.3841211310414,2.0892688721936197,946.4418149057179,170156.2926199944,13426.91093671762,1390.6878508541304
34,4.5,0.9,0.9,1.6,0.6425541218159524,4.05,4.95,7.2,0.54,0.36000000000000004,13.755660529182803,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053535,0.015720524017465484,0.06698555405764005,3238.625614271669,3240.6839485578103,349.77627501487274,350.78444953921695,3.917879243075721,2748.378632836737,2.0892718935268384,946.4408158152083,170155.62526427026,13426.858276156358,1390.6823965539486
35,4.5,0.5,0.9,1.6,0.6425541218159524,4.05,4.95,7.2,0.3,0.2,13.755754731500545,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509465476404,3238.6172389740896,3240.6755403631523,349.7782216217058,350.7863879838397,3.9178866422788996,2748.3762536599784,2.089261965489186,946.4353381537927,170155.25505335964,13426.829063079089,1390.6793708191508
36,4.5,0.7,0.9,1.6,0.6425541218159524,4.05,4.95,7.2,0.42,0.27999999999999997,13.755722129860603,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698525284919354,3238.614782541323,3240.673092283808,349.77725318750186,350.7854215463629,3.917884519867275,2748.3747182486177,2.0892630148200038,946.435304468001,170155.06982254543,13426.814446648472,1390.677856927193
37,4.5,0.9,0.95,1.1,0.6425541218159524,4.05,4.95,4.95,0.54,0.36000000000000004,9.268460508999706,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817529108704053,3314.0927258732045,3316.2683040449588,349.69146904871434,350.7349077782339,3.528489634622641,2712.8008626093606,3.7101865777800107,1130.9177233734886,169494.29952892053,13363.183267623508,1385.277379487304
38,4.5,0.5,0.95,1.1,0.6425541218159524,4.05,4.95,4.95,0.3,0.2,9.26852974970591,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817478145153294,3314.0812935042154,3316.256832580873,349.6934803961987,350.7369096077984,3.52849728137421,2712.797822029681,3.7101657624075184,1130.9098853980456,169493.8141766217,13363.145001724675,1385.2734127016213
39,4.5,0.7,0.95,1.1,0.6425541218159524,4.05,4.95,4.95,0.42,0.27999999999999997,9.268504833824199,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817496361458907,3314.0802715323407,3316.2558216474354,349.6924804208811,350.7359122401036,3.5284948338528856,2712.7967549566088,3.710169477570125,1130.910601252608,169493.69839511378,13363.135873337977,1385.2724664190364
40,4.5,0.3,0.95,1.1,0.6425541218159524,4.05,4.95,4.95,0.18,0.12,9.26856959006087,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,2.0303292352394777,0.016593886462884268,0.06817448968105522,3314.0719524294896,3316.24746751737,349.694489046052,350.7379124064198,3.528501844819905,2712.7949098495014,3.7101517934062977,1130.9042433547047,169493.37885854839,13363.110680598777,1385.2698548458025
41,4.3,0.9,0.95,1.6,0.6139961608463544,3.87,4.73,6.88,0.54,0.36000000000000004,13.48138629931362,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817534601806662,3314.0927223638814,3316.2683040393745,349.69118710564055,350.73462667731786,3.8925688290279457,2796.263799313138,2.158061037160802,980.2446927122746,169287.5338255255,13967.666739741526,1447.940388998502
42,4.3,0.5,0.95,1.6,0.6139961608463544,3.87,4.73,6.88,0.3,0.2,13.481488776908684,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.06817482741453647,3314.081290604314,3316.2568326126825,349.6932444820803,350.736674398353,3.892577136532102,2796.2602745916697,2.1580488082013836,980.2377543216282,169287.02619647805,13967.624856011511,1447.936047174956
43,4.3,0.7,0.95,1.6,0.6139961608463544,3.87,4.73,6.88,0.42,0.27999999999999997,13.481451653673084,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817501406163963,3314.080268344541,3316.255821677362,349.69222149262123,350.7356540852635,3.8925745332373336,2796.259286100176,2.1580509316617484,980.2383987158582,169286.92203904683,13967.616262134245,1447.9351563016112
44,4.3,0.3,0.95,1.6,0.6139961608463544,3.87,4.73,6.88,0.18,0.12,13.481547608523586,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.0681745311596395,3314.0719497860255,3316.247467519548,349.69427614614654,350.7377001424364,3.8925821242927725,2796.257032376546,2.1580405277215826,980.2327655574788,169286.57967598923,13967.588014259258,1447.9322280216156
45,4.4,0.9,0.95,1.3,0.6282751413311535,3.9600000000000004,4.840000000000001,5.720000000000001,0.54,0.36000000000000004,10.95363083242308,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077892012,0.01659388646288,0.06817531808432993,3314.092724146886,3316.2683040406428,349.6913304802611,350.73476962368375,3.6887214771094428,2751.85954286128,2.912452280491611,1061.3448291024781,169231.70444268812,13645.718058611994,1414.5659888729663
46,4.4,0.5,0.95,1.3,0.6282751413311535,3.9600000000000004,4.840000000000001,5.720000000000001,0.3,0.2,10.95371336668912,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891302,0.016593886462879407,0.0681748040412519,3314.081292080183,3316.256832597708,349.6933644499015,350.73679400783254,3.688729410849196,2751.8562925195633,2.9124358726520954,1061.3373717952393,169231.2109806237,13645.67826911614,1414.5618641455376
47,4.4,0.7,0.95,1.3,0.6282751413311535,3.9600000000000004,4.840000000000001,5.720000000000001,0.42,0.27999999999999997,10.953683568470785,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.985210807789187,0.016593886462879882,0.068174988408085,3314.080269961218,3316.255821657744,349.6923531636726,350.7357853630116,3.6887268954747268,2751.8552604989372,2.91243875443818,1061.3380586298008,169231.10058394706,13645.669367463048,1414.560941367004
48,4.4,0.3,0.95,1.3,0.6282751413311535,3.9600000000000004,4.840000000000001,5.720000000000001,0.18,0.12,10.953760802953667,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891728,0.016593886462879764,0.06817451006681034,3314.0719511307743,3316.2474675189264,349.69438441070184,350.73780808361124,3.688734158484687,2751.8532378850637,2.9124248250352305,1061.3320068494306,169230.77224001355,13645.64289199406,1414.5581968212198
49,4.5,0.3,0.9,1.5,0.6425541218159524,4.05,4.95,6.75,0.18,0.12,12.896019022964111,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509641585985,3238.6351351023377,3240.693446567565,349.77917854743816,350.7873475687595,3.8534351161239644,2735.458414743109,2.2932483873777296,970.2947725877492,168970.03380292075,13333.304104789782,1380.9925542566828
50,4.5,0.9,0.9,1.5,0.6425541218159524,4.05,4.95,6.75,0.54,0.36000000000000004,12.895931746108879,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053535,0.015720524017465484,0.06698555405764005,3238.625614271669,3240.6839485578103,349.77627501487274,350.78444953921695,3.853429282922194,2735.4529053519245,2.2932517582766043,970.2937575390174,168969.36479824406,13333.251314110857,1380.9870864796073
51,4.5,0.5,0.9,1.5,0.6425541218159524,4.05,4.95,6.75,0.3,0.2,12.89602006078176,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509465476404,3238.6172389740896,3240.6755403631523,349.7782216217058,350.7863879838397,3.8534365962531534,2735.4505825878528,2.2932408606449295,970.2881841954361,168968.99959335828,13333.222496055416,1380.9841016590644
52,4.5,0.7,0.9,1.5,0.6425541218159524,4.05,4.95,6.75,0.42,0.27999999999999997,12.895989496744315,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698525284919354,3238.614782541323,3240.673092283808,349.77725318750186,350.7854215463629,3.853434484743938,2735.449038079784,2.2932420288630273,970.2881503705863,168968.81355065326,13333.207815559077,1380.9825811315209
53,4.3,0.9,0.95,1.5,0.6139961608463544,3.87,4.73,6.449999999999999,0.54,0.36000000000000004,12.638799655606517,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817534601806662,3314.0927223638814,3316.2683040393745,349.69118710564055,350.73462667731786,3.8284606159842327,2782.923092541511,2.36869905923873,1004.802714909217,168115.3024964647,13870.947647814291,1437.9141274762221
54,4.3,0.5,0.95,1.5,0.6139961608463544,3.87,4.73,6.449999999999999,0.3,0.2,12.63889572835189,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.06817482741453647,3314.081290604314,3316.2568326126825,349.6932444820803,350.736674398353,3.828468831514068,2782.919677269336,2.3686856313701865,1004.7955661050589,168114.80554319255,13870.906644926878,1437.9098769641028
55,4.3,0.7,0.95,1.5,0.6139961608463544,3.87,4.73,6.449999999999999,0.42,0.27999999999999997,12.638860925318514,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395926,0.016593886462881253,0.06817501406163963,3314.080268344541,3316.255821677362,349.69222149262123,350.7356540852635,3.8284662461901915,2782.918671574681,2.3686879771907283,1004.7962313803057,168114.6998399439,13870.897923506478,1437.9089728691615
56,4.3,0.3,0.95,1.5,0.6139961608463544,3.87,4.73,6.449999999999999,0.18,0.12,12.63895088299086,0.5126485621862586,1256.807576956237,331.61065403817764,116.91609344678666,1.9400923803395784,0.01659388646288113,0.0681745311596395,3314.0719497860255,3316.247467519548,349.69427614614654,350.7377001424364,3.82847375821516,2782.916509958994,2.368676546722441,1004.7904267782503,168114.36639620498,13870.870411551428,1437.906120877369
57,4.5,0.3,0.9,1.4,0.6425541218159524,4.05,4.95,6.3,0.18,0.12,12.036284421433171,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509641585985,3238.6351351023377,3240.693446567565,349.77917854743816,350.7873475687595,3.785117827851462,2721.256407124201,2.5337083454793605,996.2840829747857,167669.7680415033,13230.701066701704,1370.3654785873557
58,4.5,0.9,0.9,1.4,0.6425541218159524,4.05,4.95,6.3,0.54,0.36000000000000004,12.036202963034953,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053535,0.015720524017465484,0.06698555405764005,3238.625614271669,3240.6839485578103,349.77627501487274,350.78444953921695,3.7851120180002247,2721.2508818773663,2.5337121353273138,996.2830578150578,167669.09816846854,13230.648207501268,1370.3600037131873
59,4.5,0.5,0.9,1.4,0.6425541218159524,4.05,4.95,6.3,0.3,0.2,12.036285390062977,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698509465476404,3238.6172389740896,3240.6755403631523,349.7782216217058,350.7863879838397,3.785119250455317,2721.2486095065806,2.5337000820214794,996.2773767345348,167668.7369141424,13230.619701181651,1370.3570511805792
60,4.5,0.7,0.9,1.4,0.6425541218159524,4.05,4.95,6.3,0.42,0.27999999999999997,12.036256863628028,0.5126485621862586,1256.807576956237,331.61065403817764,122.35405128152094,1.9234698018053251,0.015720524017465255,0.06698525284919354,3238.614782541323,3240.673092283808,349.77725318750186,350.7854215463629,3.785117149913008,2721.247057772171,2.5337013930725636,996.2773451174123,167668.55033824893,13230.604978611795,1370.355526295285
61,4.4,0.9,0.95,1.2,0.6282751413311535,3.9600000000000004,4.840000000000001,5.28,0.54,0.36000000000000004,10.111043845313612,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077892012,0.01659388646288,0.06817531808432993,3314.092724146886,3316.2683040406428,349.6913304802611,350.73476962368375,3.611345126799424,2733.4792428754545,3.270607136588112,1094.2913702877788,167581.5399436118,13512.659778670413,1400.772671692086
62,4.4,0.5,0.95,1.2,0.6282751413311535,3.9600000000000004,4.840000000000001,5.28,0.3,0.2,10.111120030789957,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.9852108077891302,0.016593886462879407,0.0681748040412519,3314.081292080183,3316.256832597708,349.6933644499015,350.73679400783254,3.6113529465492875,2733.476098070645,3.2705887147184876,1094.2837201163647,167581.05604202164,13512.620760067557,1400.7686268782986
63,4.4,0.7,0.95,1.2,0.6282751413311535,3.9600000000000004,4.840000000000001,5.28,0.42,0.27999999999999997,10.111092524742263,0.5126485621862586,1256.807576956237,331.61065403817764,119.63507236415381,1.985210807789187,0.016593886462879882,0.068174988408085,3314.080269961218,3316.255821657744,349.6923531636726,350.7357853630116,3.61135045062902,2733.475046184594,3.27059197993654,1094.2844268405588,167580.9439595499,13512.611722483174,1400.7676900086208
