gamma_deg,h_cruise_m,x_m,rho,v
5,30000.0,722100.0,0.018359358940316883,1456.4683807492017
5,30000.0,722200.0,0.018359358940316883,1456.569409304686
5,30000.0,722300.0,0.018359358940316883,1456.670430853253
5,30000.0,722400.0,0.018359358940316883,1456.7714453963606
5,30000.0,722500.0,0.018359358940316883,1456.872452935466
5,30000.0,722600.0,0.018359358940316883,1456.973453472026
5,30000.0,722700.0,0.018359358940316883,1457.0744470074965
5,30000.0,722800.0,0.018359358940316883,1457.1754335433336
5,30000.0,722900.0,0.018359358940316883,1457.276413080992
5,30000.0,723000.0,0.018359358940316883,1457.3773856219266
5,30000.0,723100.0,0.018359358940316883,1457.4783511675919
5,30000.0,723200.0,0.018359358940316883,1457.579309719441
5,30000.0,723300.0,0.018359358940316883,1457.6802612789274
5,30000.0,723400.0,0.018359358940316883,1457.7812058475038
5,30000.0,723500.0,0.018359358940316883,1457.882143426622
5,30000.0,723600.0,0.018359358940316883,1457.9830740177342
5,30000.0,723700.0,0.018359358940316883,1458.0839976222912
5,30000.0,723800.0,0.018359358940316883,1458.1849142417439
5,30000.0,723900.0,0.018359358940316883,1458.285823877542
5,30000.0,724000.0,0.018359358940316883,1458.3867265311358
5,30000.0,724100.0,0.018359358940316883,1458.487622203974
5,30000.0,724200.0,0.018359358940316883,1458.5885108975053
5,30000.0,724300.0,0.018359358940316883,1458.689392613178
5,30000.0,724400.0,0.018359358940316883,1458.7902673524395
5,30000.0,724500.0,0.018359358940316883,1458.8911351167371
5,30000.0,724600.0,0.018359358940316883,1458.9919959075175
5,30000.0,724700.0,0.018359358940316883,1459.0928497262269
5,30000.0,724800.0,0.018359358940316883,1459.193696574311
5,30000.0,724900.0,0.018359358940316883,1459.2945364532143
5,30000.0,725000.0,0.018359358940316883,1459.3953693643823
5,30000.0,725100.0,0.018359358940316883,1459.4961953092588
5,30000.0,725200.0,0.018359358940316883,1459.5970142892872
5,30000.0,725300.0,0.018359358940316883,1459.6978263059111
5,30000.0,725400.0,0.018359358940316883,1459.798631360573
5,30000.0,725500.0,0.018359358940316883,1459.8994294547147
5,30000.0,725600.0,0.018359358940316883,1460.0002205897786
5,30000.0,725700.0,0.018359358940316883,1460.101004767205
5,30000.0,725800.0,0.018359358940316883,1460.2017819884354
5,30000.0,725900.0,0.018359358940316883,1460.3025522549092
5,30000.0,726000.0,0.018359358940316883,1460.4033155680665
5,30000.0,726100.0,0.018359358940316883,1460.5040719293465
5,30000.0,726200.0,0.018359358940316883,1460.6048213401878
5,30000.0,726300.0,0.018359358940316883,1460.7055638020286
5,30000.0,726400.0,0.018359358940316883,1460.8062993163062
5,30000.0,726500.0,0.018359358940316883,1460.9070278844583
5,30000.0,726600.0,0.018359358940316883,1461.0077495079217
5,30000.0,726700.0,0.018359358940316883,1461.108464188132
5,30000.0,726800.0,0.018359358940316883,1461.2091719265254
5,30000.0,726900.0,0.018359358940316883,1461.3098727245367
5,30000.0,727000.0,0.018359358940316883,1461.410566583601
5,30000.0,727100.0,0.018359358940316883,1461.5112535051524
5,30000.0,727200.0,0.018359358940316883,1461.6119334906246
5,30000.0,727300.0,0.018359358940316883,1461.7126065414507
5,30000.0,727400.0,0.018359358940316883,1461.8132726590636
5,30000.0,727500.0,0.018359358940316883,1461.9139318448954
5,30000.0,727600.0,0.018359358940316883,1462.0145841003782
5,30000.0,727700.0,0.018359358940316883,1462.115229426943
5,30000.0,727800.0,0.018359358940316883,1462.2158678260205
5,30000.0,727900.0,0.018359358940316883,1462.316499299041
5,30000.0,728000.0,0.018359358940316883,1462.4171238474341
5,30000.0,728100.0,0.018359358940316883,1462.5177414726297
5,30000.0,728200.0,0.018359358940316883,1462.618352176056
5,30000.0,728300.0,0.018359358940316883,1462.7189559591418
5,30000.0,728400.0,0.018359358940316883,1462.8195528233146
5,30000.0,728500.0,0.018359358940316883,1462.9201427700016
5,30000.0,728600.0,0.018359358940316883,1463.0207258006299
5,30000.0,728700.0,0.018359358940316883,1463.1213019166257
5,30000.0,728800.0,0.018359358940316883,1463.221871119415
5,30000.0,728900.0,0.018359358940316883,1463.322433410423
5,30000.0,729000.0,0.018359358940316883,1463.4229887910747
5,30000.0,729100.0,0.018359358940316883,1463.5235372627944
5,30000.0,729200.0,0.018359358940316883,1463.6240788270059
5,30000.0,729300.0,0.018359358940316883,1463.724613485133
5,30000.0,729400.0,0.018359358940316883,1463.8251412385982
5,30000.0,729500.0,0.018359358940316883,1463.925662088824
5,30000.0,729600.0,0.018359358940316883,1464.0261760372325
5,30000.0,729700.0,0.018359358940316883,1464.126683085245
5,30000.0,729800.0,0.018359358940316883,1464.2271832342828
5,30000.0,729900.0,0.018359358940316883,1464.327676485766
5,30000.0,730000.0,0.018359358940316883,1464.4281628411145
5,30000.0,730100.0,0.018359358940316883,1464.5286423017483
5,30000.0,730200.0,0.018359358940316883,1464.629114869086
5,30000.0,730300.0,0.018359358940316883,1464.729580544546
5,30000.0,730400.0,0.018359358940316883,1464.830039329547
5,30000.0,730500.0,0.018359358940316883,1464.9304912255059
5,30000.0,730600.0,0.018359358940316883,1465.03093623384
5,30000.0,730700.0,0.018359358940316883,1465.131374355966
5,30000.0,730800.0,0.018359358940316883,1465.2318055933
5,30000.0,730900.0,0.018359358940316883,1465.3322299472572
5,30000.0,731000.0,0.018359358940316883,1465.4326474192533
5,30000.0,731100.0,0.018359358940316883,1465.5330580107027
5,30000.0,731200.0,0.018359358940316883,1465.6334617230195
5,30000.0,731300.0,0.018359358940316883,1465.7338585576176
5,30000.0,731400.0,0.018359358940316883,1465.8342485159098
5,30000.0,731500.0,0.018359358940316883,1465.934631599309
5,30000.0,731600.0,0.018359358940316883,1466.0350078092276
5,30000.0,731700.0,0.018359358940316883,1466.135377147077
5,30000.0,731800.0,0.018359358940316883,1466.2357396142688
5,30000.0,731900.0,0.018359358940316883,1466.3360952122136
5,30000.0,732000.0,0.018359358940316883,1466.4364439423216
5,30000.0,732100.0,0.018359358940316883,1466.5367858060029
5,30000.0,732200.0,0.018359358940316883,1466.6371208046664
5,30000.0,732300.0,0.018359358940316883,1466.7374489397214
5,30000.0,732400.0,0.018359358940316883,1466.837770212576
5,30000.0,732500.0,0.018359358940316883,1466.9380846246381
5,30000.0,732600.0,0.018359358940316883,1467.0383921773152
5,30000.0,732700.0,0.018359358940316883,1467.138692872014
5,30000.0,732800.0,0.018359358940316883,1467.2389867101413
5,30000.0,732900.0,0.018359358940316883,1467.3392736931025
5,30000.0,733000.0,0.018359358940316883,1467.4395538223037
5,30000.0,733100.0,0.018359358940316883,1467.5398270991495
5,30000.0,733200.0,0.018359358940316883,1467.6400935250447
5,30000.0,733300.0,0.018359358940316883,1467.740353101393
5,30000.0,733400.0,0.018359358940316883,1467.8406058295982
5,30000.0,733500.0,0.018359358940316883,1467.9408517110633
5,30000.0,733600.0,0.018359358940316883,1468.041090747191
5,30000.0,733700.0,0.018359358940316883,1468.141322939383
5,30000.0,733800.0,0.018359358940316883,1468.2415482890415
5,30000.0,733900.0,0.018359358940316883,1468.3417667975675
5,30000.0,734000.0,0.018359358940316883,1468.4419784663614
5,30000.0,734100.0,0.018359358940316883,1468.5421832968239
5,30000.0,734200.0,0.018359358940316883,1468.642381290354
5,30000.0,734300.0,0.018359358940316883,1468.742572448352
5,30000.0,734400.0,0.018359358940316883,1468.8427567722156
5,30000.0,734500.0,0.018359358940316883,1468.9429342633437
5,30000.0,734600.0,0.018359358940316883,1469.043104923134
5,30000.0,734700.0,0.018359358940316883,1469.1432687529837
5,30000.0,734800.0,0.018359358940316883,1469.24342575429
5,30000.0,734900.0,0.018359358940316883,1469.3435759284491
5,30000.0,735000.0,0.018359358940316883,1469.4437192768567
5,30000.0,735100.0,0.018359358940316883,1469.5438558009087
5,30000.0,735200.0,0.018359358940316883,1469.6439855019996
5,30000.0,735300.0,0.018359358940316883,1469.7441083815243
5,30000.0,735400.0,0.018359358940316883,1469.8442244408766
5,30000.0,735500.0,0.018359358940316883,1469.94433368145
5,30000.0,735600.0,0.018359358940316883,1470.0444361046375
5,30000.0,735700.0,0.018359358940316883,1470.144531711832
5,30000.0,735800.0,0.018359358940316883,1470.2446205044255
5,30000.0,735900.0,0.018359358940316883,1470.3447024838094
5,30000.0,736000.0,0.018359358940316883,1470.444777651375
5,30000.0,736100.0,0.018359358940316883,1470.5448460085133
5,30000.0,736200.0,0.018359358940316883,1470.644907556614
5,30000.0,736300.0,0.018359358940316883,1470.7449622970673
5,30000.0,736400.0,0.018359358940316883,1470.8450102312622
5,30000.0,736500.0,0.018359358940316883,1470.9450513605875
5,30000.0,736600.0,0.018359358940316883,1471.045085686432
5,30000.0,736700.0,0.018359358940316883,1471.145113210183
5,30000.0,736800.0,0.018359358940316883,1471.245133933228
5,30000.0,736900.0,0.018359358940316883,1471.345147856954
5,30000.0,737000.0,0.018359358940316883,1471.4451549827475
5,30000.0,737100.0,0.018359358940316883,1471.5451553119944
5,30000.0,737200.0,0.018359358940316883,1471.6451488460802
5,30000.0,737300.0,0.018359358940316883,1471.7451355863902
5,30000.0,737400.0,0.018359358940316883,1471.8451155343084
5,30000.0,737500.0,0.018359358940316883,1471.9450886912193
5,30000.0,737600.0,0.018359358940316883,1472.0450550585067
5,30000.0,737700.0,0.018359358940316883,1472.1450146375532
5,30000.0,737800.0,0.018359358940316883,1472.244967429742
5,30000.0,737900.0,0.018359358940316883,1472.3449134364548
5,30000.0,738000.0,0.018359358940316883,1472.4448526590738
5,30000.0,738100.0,0.018359358940316883,1472.5447850989804
5,30000.0,738200.0,0.018359358940316883,1472.6447107575545
5,30000.0,738300.0,0.018359358940316883,1472.7446296361777
5,30000.0,738400.0,0.018359358940316883,1472.8445417362288
5,30000.0,738500.0,0.018359358940316883,1472.9444470590877
5,30000.0,738600.0,0.018359358940316883,1473.0443456061334
5,30000.0,738700.0,0.018359358940316883,1473.1442373787443
5,30000.0,738800.0,0.018359358940316883,1473.2441223782982
5,30000.0,738900.0,0.018359358940316883,1473.3440006061728
5,30000.0,739000.0,0.018359358940316883,1473.443872063745
5,30000.0,739100.0,0.018359358940316883,1473.5437367523916
5,30000.0,739200.0,0.018359358940316883,1473.643594673489
5,30000.0,739300.0,0.018359358940316883,1473.7434458284122
5,30000.0,739400.0,0.018359358940316883,1473.8432902185368
5,30000.0,739500.0,0.018359358940316883,1473.9431278452373
5,30000.0,739600.0,0.018359358940316883,1474.0429587098884
5,30000.0,739700.0,0.018359358940316883,1474.1427828138635
5,30000.0,739800.0,0.018359358940316883,1474.2426001585363
5,30000.0,739900.0,0.018359358940316883,1474.3424107452793
5,30000.0,740000.0,0.018359358940316883,1474.442214575465
5,30000.0,740100.0,0.018359358940316883,1474.5420116504656
5,30000.0,740200.0,0.018359358940316883,1474.6418019716523
5,30000.0,740300.0,0.018359358940316883,1474.7415855403963
5,30000.0,740400.0,0.018359358940316883,1474.841362358068
5,30000.0,740500.0,0.018359358940316883,1474.9411324260375
5,30000.0,740600.0,0.018359358940316883,1475.0408957456746
5,30000.0,740700.0,0.018359358940316883,1475.1406523183482
5,30000.0,740800.0,0.018359358940316883,1475.2404021454272
5,30000.0,740900.0,0.018359358940316883,1475.3401452282799
5,30000.0,741000.0,0.018359358940316883,1475.4398815682737
5,30000.0,741100.0,0.018359358940316883,1475.5396111667765
5,30000.0,741200.0,0.018359358940316883,1475.6393340251545
5,30000.0,741300.0,0.018359358940316883,1475.7390501447749
5,30000.0,741400.0,0.018359358940316883,1475.8387595270026
5,30000.0,741500.0,0.018359358940316883,1475.9384621732038
5,30000.0,741600.0,0.018359358940316883,1476.0381580847434
5,30000.0,741700.0,0.018359358940316883,1476.1378472629858
5,30000.0,741800.0,0.018359358940316883,1476.2375297092951
5,30000.0,741900.0,0.018359358940316883,1476.3372054250349
5,30000.0,742000.0,0.018359358940316883,1476.4368744115684
5,30000.0,742100.0,0.018359358940316883,1476.5365366702586
5,30000.0,742200.0,0.018359358940316883,1476.6361922024673
5,30000.0,742300.0,0.018359358940316883,1476.7358410095565
5,30000.0,742400.0,0.018359358940316883,1476.8354830928872
5,30000.0,742500.0,0.018359358940316883,1476.935118453821
5,30000.0,742600.0,0.018359358940316883,1477.0347470937174
5,30000.0,742700.0,0.018359358940316883,1477.134369013937
5,30000.0,742800.0,0.018359358940316883,1477.2339842158392
5,30000.0,742900.0,0.018359358940316883,1477.3335927007827
5,30000.0,743000.0,0.018359358940316883,1477.4331944701262
5,30000.0,743100.0,0.018359358940316883,1477.532789525228
5,30000.0,743200.0,0.018359358940316883,1477.6323778674457
5,30000.0,743300.0,0.018359358940316883,1477.7319594981366
5,30000.0,743400.0,0.018359358940316883,1477.831534418657
5,30000.0,743500.0,0.018359358940316883,1477.9311026303633
5,30000.0,743600.0,0.018359358940316883,1478.030664134612
5,30000.0,743700.0,0.018359358940316883,1478.1302189327575
5,30000.0,743800.0,0.018359358940316883,1478.2297670261555
5,30000.0,743900.0,0.018359358940316883,1478.32930841616
5,30000.0,744000.0,0.018359358940316883,1478.428843104125
5,30000.0,744100.0,0.018359358940316883,1478.5283710914046
5,30000.0,744200.0,0.018359358940316883,1478.6278923793511
5,30000.0,744300.0,0.018359358940316883,1478.7274069693176
5,30000.0,744400.0,0.018359358940316883,1478.8269148626562
5,30000.0,744500.0,0.018359358940316883,1478.9264160607186
5,30000.0,744600.0,0.018359358940316883,1479.025910564856
5,30000.0,744700.0,0.018359358940316883,1479.1253983764195
5,30000.0,744800.0,0.018359358940316883,1479.2248794967593
5,30000.0,744900.0,0.018359358940316883,1479.324353927225
5,30000.0,745000.0,0.018359358940316883,1479.4238216691665
5,30000.0,745100.0,0.018359358940316883,1479.5232827239327
5,30000.0,745200.0,0.018359358940316883,1479.6227370928718
5,30000.0,745300.0,0.018359358940316883,1479.7221847773324
5,30000.0,745400.0,0.018359358940316883,1479.8216257786619
5,30000.0,745500.0,0.018359358940316883,1479.9210600982074
5,30000.0,745600.0,0.018359358940316883,1480.0204877373158
5,30000.0,745700.0,0.018359358940316883,1480.1199086973331
5,30000.0,745800.0,0.018359358940316883,1480.2193229796055
5,30000.0,745900.0,0.018359358940316883,1480.3187305854783
5,30000.0,746000.0,0.018359358940316883,1480.4181315162962
5,30000.0,746100.0,0.018359358940316883,1480.517525773404
5,30000.0,746200.0,0.018359358940316883,1480.6169133581454
5,30000.0,746300.0,0.018359358940316883,1480.7162942718642
5,30000.0,746400.0,0.018359358940316883,1480.8156685159033
5,30000.0,746500.0,0.018359358940316883,1480.9150360916055
5,30000.0,746600.0,0.018359358940316883,1481.0143970003135
5,30000.0,746700.0,0.018359358940316883,1481.1137512433681
5,30000.0,746800.0,0.018359358940316883,1481.2130988221115
5,30000.0,746900.0,0.018359358940316883,1481.3124397378838
5,30000.0,747000.0,0.018359358940316883,1481.4117739920262
5,30000.0,747100.0,0.018359358940316883,1481.5111015858781
5,30000.0,747200.0,0.018359358940316883,1481.6104225207791
5,30000.0,747300.0,0.018359358940316883,1481.7097367980687
5,30000.0,747400.0,0.018359358940316883,1481.809044419085
5,30000.0,747500.0,0.018359358940316883,1481.9083453851665
5,30000.0,747600.0,0.018359358940316883,1482.0076396976508
5,30000.0,747700.0,0.018359358940316883,1482.106927357875
5,30000.0,747800.0,0.018359358940316883,1482.2062083671765
5,30000.0,747900.0,0.018359358940316883,1482.3054827268911
5,30000.0,748000.0,0.018359358940316883,1482.404750438355
5,30000.0,748100.0,0.018359358940316883,1482.5040115029037
5,30000.0,748200.0,0.018359358940316883,1482.6032659218722
5,30000.0,748300.0,0.018359358940316883,1482.7025136965951
5,30000.0,748400.0,0.018359358940316883,1482.8017548284065
5,30000.0,748500.0,0.018359358940316883,1482.90098931864
5,30000.0,748600.0,0.018359358940316883,1483.0002171686294
5,30000.0,748700.0,0.018359358940316883,1483.0994383797067
5,30000.0,748800.0,0.018359358940316883,1483.198652953205
5,30000.0,748900.0,0.018359358940316883,1483.2978608904557
5,30000.0,749000.0,0.018359358940316883,1483.3970621927906
5,30000.0,749100.0,0.018359358940316883,1483.4962568615406
5,30000.0,749200.0,0.018359358940316883,1483.595444898036
5,30000.0,749300.0,0.018359358940316883,1483.6946263036077
5,30000.0,749400.0,0.018359358940316883,1483.7938010795847
5,30000.0,749500.0,0.018359358940316883,1483.8929692272964
5,30000.0,749600.0,0.018359358940316883,1483.9921307480718
5,30000.0,749700.0,0.018359358940316883,1484.091285643239
5,30000.0,749800.0,0.018359358940316883,1484.190433914126
5,30000.0,749900.0,0.018359358940316883,1484.2895755620605
5,30000.0,750000.0,0.018359358940316883,1484.3887105883693
5,30000.0,750100.0,0.018359358940316883,1484.4878389943792
5,30000.0,750200.0,0.018359358940316883,1484.586960781416
5,30000.0,750300.0,0.018359358940316883,1484.6860759508058
5,30000.0,750400.0,0.018359358940316883,1484.7851845038736
5,30000.0,750500.0,0.018359358940316883,1484.8842864419441
5,30000.0,750600.0,0.018359358940316883,1484.983381766342
5,30000.0,750700.0,0.018359358940316883,1485.0824704783913
5,30000.0,750800.0,0.018359358940316883,1485.1815525794152
5,30000.0,750900.0,0.018359358940316883,1485.2806280707366
5,30000.0,751000.0,0.018359358940316883,1485.3796969536784
5,30000.0,751100.0,0.018359358940316883,1485.478759229563
5,30000.0,751200.0,0.018359358940316883,1485.5778148997115
5,30000.0,751300.0,0.018359358940316883,1485.6768639654458
5,30000.0,751400.0,0.018359358940316883,1485.7759064280865
5,30000.0,751500.0,0.018359358940316883,1485.8749422889537
5,30000.0,751600.0,0.018359358940316883,1485.9739715493681
5,30000.0,751700.0,0.018359358940316883,1486.0729942106484
5,30000.0,751800.0,0.018359358940316883,1486.1720102741142
5,30000.0,751900.0,0.018359358940316883,1486.271019741084
5,30000.0,752000.0,0.018359358940316883,1486.370022612876
5,30000.0,752100.0,0.018359358940316883,1486.4690188908082
5,30000.0,752200.0,0.018359358940316883,1486.5680085761976
5,30000.0,752300.0,0.018359358940316883,1486.6669916703613
5,30000.0,752400.0,0.018359358940316883,1486.7659681746154
5,30000.0,752500.0,0.018359358940316883,1486.8649380902764
5,30000.0,752600.0,0.018359358940316883,1486.9639014186598
5,30000.0,752700.0,0.018359358940316883,1487.0628581610804
5,30000.0,752800.0,0.018359358940316883,1487.1618083188534
5,30000.0,752900.0,0.018359358940316883,1487.2607518932925
5,30000.0,753000.0,0.018359358940316883,1487.3596888857119
5,30000.0,753100.0,0.018359358940316883,1487.458619297425
5,30000.0,753200.0,0.018359358940316883,1487.5575431297445
5,30000.0,753300.0,0.018359358940316883,1487.6564603839834
5,30000.0,753400.0,0.018359358940316883,1487.7553710614532
5,30000.0,753500.0,0.018359358940316883,1487.8542751634657
5,30000.0,753600.0,0.018359358940316883,1487.9531726913324
5,30000.0,753700.0,0.018359358940316883,1488.0520636463636
5,30000.0,753800.0,0.018359358940316883,1488.1509480298705
5,30000.0,753900.0,0.018359358940316883,1488.249825843162
5,30000.0,754000.0,0.018359358940316883,1488.348697087548
5,30000.0,754100.0,0.018359358940316883,1488.4475617643377
5,30000.0,754200.0,0.018359358940316883,1488.5464198748393
5,30000.0,754300.0,0.018359358940316883,1488.6452714203615
5,30000.0,754400.0,0.018359358940316883,1488.7441164022116
5,30000.0,754500.0,0.018359358940316883,1488.842954821697
5,30000.0,754600.0,0.018359358940316883,1488.9417866801248
5,30000.0,754700.0,0.018359358940316883,1489.0406119788008
5,30000.0,754800.0,0.018359358940316883,1489.1394307190317
5,30000.0,754900.0,0.018359358940316883,1489.2382429021227
5,30000.0,755000.0,0.018359358940316883,1489.337048529379
5,30000.0,755100.0,0.018359358940316883,1489.4358476021052
5,30000.0,755200.0,0.018359358940316883,1489.534640121606
5,30000.0,755300.0,0.018359358940316883,1489.6334260891845
5,30000.0,755400.0,0.018359358940316883,1489.7322055061445
5,30000.0,755500.0,0.018359358940316883,1489.830978373789
5,30000.0,755600.0,0.018359358940316883,1489.9297446934208
5,30000.0,755700.0,0.018359358940316883,1490.0285044663412
5,30000.0,755800.0,0.018359358940316883,1490.127257693853
5,30000.0,755900.0,0.018359358940316883,1490.2260043772562
5,30000.0,756000.0,0.018359358940316883,1490.3247445178522
5,30000.0,756100.0,0.018359358940316883,1490.4234781169419
5,30000.0,756200.0,0.018359358940316883,1490.5222051758242
5,30000.0,756300.0,0.018359358940316883,1490.6209256957995
5,30000.0,756400.0,0.018359358940316883,1490.7196396781662
5,30000.0,756500.0,0.018359358940316883,1490.8183471242235
5,30000.0,756600.0,0.018359358940316883,1490.9170480352695
5,30000.0,756700.0,0.018359358940316883,1491.0157424126016
5,30000.0,756800.0,0.018359358940316883,1491.1144302575178
5,30000.0,756900.0,0.018359358940316883,1491.2131115713146
5,30000.0,757000.0,0.018359358940316883,1491.3117863552884
5,30000.0,757100.0,0.018359358940316883,1491.410454610736
5,30000.0,757200.0,0.018359358940316883,1491.509116338952
5,30000.0,757300.0,0.018359358940316883,1491.6077715412325
5,30000.0,757400.0,0.018359358940316883,1491.706420218872
5,30000.0,757500.0,0.018359358940316883,1491.8050623731647
5,30000.0,757600.0,0.018359358940316883,1491.9036980054047
5,30000.0,757700.0,0.018359358940316883,1492.0023271168855
5,30000.0,757800.0,0.018359358940316883,1492.1009497089003
5,30000.0,757900.0,0.018359358940316883,1492.1995657827413
5,30000.0,758000.0,0.018359358940316883,1492.2981753397012
5,30000.0,758100.0,0.018359358940316883,1492.3967783810717
5,30000.0,758200.0,0.018359358940316883,1492.4953749081442
5,30000.0,758300.0,0.018359358940316883,1492.5939649222096
5,30000.0,758400.0,0.018359358940316883,1492.6925484245583
5,30000.0,758500.0,0.018359358940316883,1492.7911254164803
5,30000.0,758600.0,0.018359358940316883,1492.8896958992657
5,30000.0,758700.0,0.018359358940316883,1492.9882598742033
5,30000.0,758800.0,0.018359358940316883,1493.0868173425824
5,30000.0,758900.0,0.018359358940316883,1493.1853683056909
5,30000.0,759000.0,0.018359358940316883,1493.283912764817
5,30000.0,759100.0,0.018359358940316883,1493.3824507212485
5,30000.0,759200.0,0.018359358940316883,1493.480982176272
5,30000.0,759300.0,0.018359358940316883,1493.5795071311745
5,30000.0,759400.0,0.018359358940316883,1493.678025587242
5,30000.0,759500.0,0.018359358940316883,1493.7765375457607
5,30000.0,759600.0,0.018359358940316883,1493.875043008016
5,30000.0,759700.0,0.018359358940316883,1493.9735419752928
5,30000.0,759800.0,0.018359358940316883,1494.0720344488757
5,30000.0,759900.0,0.018359358940316883,1494.1705204300486
5,30000.0,760000.0,0.018359358940316883,1494.2689999200952
5,30000.0,760100.0,0.018359358940316883,1494.3674729202994
5,30000.0,760200.0,0.018359358940316883,1494.4659394319435
5,30000.0,760300.0,0.018359358940316883,1494.5643994563104
5,30000.0,760400.0,0.018359358940316883,1494.6628529946818
5,30000.0,760500.0,0.018359358940316883,1494.7613000483393
5,30000.0,760600.0,0.018359358940316883,1494.8597406185645
5,30000.0,760700.0,0.018359358940316883,1494.9581747066377
5,30000.0,760800.0,0.018359358940316883,1495.0566023138394
5,30000.0,760900.0,0.018359358940316883,1495.1550234414497
5,30000.0,761000.0,0.018359358940316883,1495.2534380907477
5,30000.0,761100.0,0.018359358940316883,1495.3518462630132
5,30000.0,761200.0,0.018359358940316883,1495.450247959524
5,30000.0,761300.0,0.018359358940316883,1495.548643181559
5,30000.0,761400.0,0.018359358940316883,1495.6470319303955
5,30000.0,761500.0,0.018359358940316883,1495.7454142073113
5,30000.0,761600.0,0.018359358940316883,1495.8437900135837
5,30000.0,761700.0,0.018359358940316883,1495.9421593504883
5,30000.0,761800.0,0.018359358940316883,1496.0405222193021
5,30000.0,761900.0,0.018359358940316883,1496.1388786213004
5,30000.0,762000.0,0.018359358940316883,1496.2372285577583
5,30000.0,762100.0,0.018359358940316883,1496.3355720299514
5,30000.0,762200.0,0.018359358940316883,1496.4339090391536
5,30000.0,762300.0,0.018359358940316883,1496.5322395866392
5,30000.0,762400.0,0.018359358940316883,1496.6305636736815
5,30000.0,762500.0,0.018359358940316883,1496.728881301554
5,30000.0,762600.0,0.018359358940316883,1496.8271924715298
5,30000.0,762700.0,0.018359358940316883,1496.9254971848804
5,30000.0,762800.0,0.018359358940316883,1497.0237954428787
5,30000.0,762900.0,0.018359358940316883,1497.1220872467957
5,30000.0,763000.0,0.018359358940316883,1497.2203725979025
5,30000.0,763100.0,0.018359358940316883,1497.31865149747
5,30000.0,763200.0,0.018359358940316883,1497.4169239467683
5,30000.0,763300.0,0.018359358940316883,1497.5151899470677
5,30000.0,763400.0,0.018359358940316883,1497.613449499637
5,30000.0,763500.0,0.018359358940316883,1497.7117026057458
5,30000.0,763600.0,0.018359358940316883,1497.8099492666624
5,30000.0,763700.0,0.018359358940316883,1497.9081894836552
5,30000.0,763800.0,0.018359358940316883,1498.0064232579919
5,30000.0,763900.0,0.018359358940316883,1498.1046505909399
5,30000.0,764000.0,0.018359358940316883,1498.2028714837659
5,30000.0,764100.0,0.018359358940316883,1498.301085937737
5,30000.0,764200.0,0.018359358940316883,1498.3992939541188
5,30000.0,764300.0,0.018359358940316883,1498.4974955341775
5,30000.0,764400.0,0.018359358940316883,1498.5956906791778
5,30000.0,764500.0,0.018359358940316883,1498.6938793903848
5,30000.0,764600.0,0.018359358940316883,1498.7920616690635
5,30000.0,764700.0,0.018359358940316883,1498.8902375164773
5,30000.0,764800.0,0.018359358940316883,1498.9884069338902
5,30000.0,764900.0,0.018359358940316883,1499.086569922565
5,30000.0,765000.0,0.018359358940316883,1499.1847264837652
5,30000.0,765100.0,0.018359358940316883,1499.2828766187527
5,30000.0,765200.0,0.018359358940316883,1499.3810203287894
5,30000.0,765300.0,0.018359358940316883,1499.4791576151374
5,30000.0,765400.0,0.018359358940316883,1499.5772884790574
5,30000.0,765500.0,0.018359358940316883,1499.6754129218102
5,30000.0,765600.0,0.018359358940316883,1499.7735309446564
5,30000.0,765700.0,0.018359358940316883,1499.8716425488556
5,30000.0,765800.0,0.018359358940316883,1499.9697477356676
5,30000.0,765900.0,0.018359358940316883,1500.067846506351
5,30000.0,766000.0,0.018359358940316883,1500.1659388621651
5,30000.0,766100.0,0.018359358940316883,1500.2640248043683
5,30000.0,766200.0,0.018359358940316883,1500.3621043342177
5,30000.0,766300.0,0.018359358940316883,1500.4601774529713
5,30000.0,766400.0,0.018359358940316883,1500.5582441618858
5,30000.0,766500.0,0.018359358940316883,1500.6563044622183
5,30000.0,766600.0,0.018359358940316883,1500.7543583552247
5,30000.0,766700.0,0.018359358940316883,1500.8524058421606
5,30000.0,766800.0,0.018359358940316883,1500.950446924282
5,30000.0,766900.0,0.018359358940316883,1501.0484816028434
5,30000.0,767000.0,0.018359358940316883,1501.1465098790995
5,30000.0,767100.0,0.018359358940316883,1501.2445317543047
5,30000.0,767200.0,0.018359358940316883,1501.3425472297126
5,30000.0,767300.0,0.018359358940316883,1501.4405563065766
5,30000.0,767400.0,0.018359358940316883,1501.5385589861494
5,30000.0,767500.0,0.018359358940316883,1501.6365552696836
5,30000.0,767600.0,0.018359358940316883,1501.7345451584317
5,30000.0,767700.0,0.018359358940316883,1501.832528653645
5,30000.0,767800.0,0.018359358940316883,1501.9305057565753
5,30000.0,767900.0,0.018359358940316883,1502.028476468473
5,30000.0,768000.0,0.018359358940316883,1502.1264407905885
5,30000.0,768100.0,0.018359358940316883,1502.2243987241727
5,30000.0,768200.0,0.018359358940316883,1502.3223502704743
5,30000.0,768300.0,0.018359358940316883,1502.4202954307434
5,30000.0,768400.0,0.018359358940316883,1502.518234206228
5,30000.0,768500.0,0.018359358940316883,1502.6161665981774
5,30000.0,768600.0,0.018359358940316883,1502.7140926078393
5,30000.0,768700.0,0.018359358940316883,1502.8120122364612
5,30000.0,768800.0,0.018359358940316883,1502.9099254852906
5,30000.0,768900.0,0.018359358940316883,1503.0078323555742
