mach,altitude_m,rho,T_K,V_m_s,q_Pa,CL,CD,CD_f,CD_wave,CD_induced,alpha_deg,drag_kN,accel_kN,thrust_req_kN,L_over_D,aero_regime,mode,transition_mach,T_available_kN,T_required_with_margin_kN,thrust_margin_kN,thrust_deficit_kN
3.1484848484848484,21229.3509852093,0.07251948054459574,216.64999999999998,929.0171852981995,31294.80029885962,0.08060672713937564,0.017286821418582277,0.0032386067850818582,0.014048214633500419,0.0,6.663438142754415,189.34566843380355,132.435,321.78066843380356,4.662900436556158,hypersonic,ramjet,2.75,584.9311756008112,321.78066843380356,263.1505071670077,0.0
3.2909090909090906,22742.750050995644,0.05712301907456891,216.64999999999998,971.0420242866646,26931.293202142606,0.09366692529903234,0.014114502659834636,0.0025810378402401453,0.01153346481959449,0.0,5.6453869680172835,133.0426333370499,132.435,265.47763333704984,6.63621861545136,hypersonic,ramjet,2.75,513.8206960969063,265.47763333704984,248.34306275985648,0.0
3.433333333333333,24211.466846023446,0.045313503202515155,216.64999999999998,1013.0668632751299,23252.725431954113,0.10848497893089501,0.014027002129986334,0.002260983898184409,0.011766018231801924,0.0,5.678626098823108,114.15811020670272,132.435,246.59311020670273,7.734010298535593,hypersonic,ramjet,2.75,462.72809673333586,246.59311020670273,216.13498652663313,0.0
3.5757575757575757,25565.80697448508,0.03608068134575422,222.21580697448505,1068.5585783191946,20598.77551903449,0.12246220297126026,0.015887160058962672,0.00213647001125234,0.013750690047710332,0.0,6.238797742046281,114.53961529134,132.435,246.97461529133997,7.708250091064811,hypersonic,ramjet,2.75,405.7352749229655,246.97461529133997,158.76065963162554,0.0
3.718181818181818,26736.07604057292,0.029995861737786345,223.3860760405729,1114.0417479166863,18613.767265629427,0.13552180988259108,0.018874001645167258,0.002078237804263171,0.016795763840904088,0.0,7.031260326799365,122.96069589798759,132.435,255.39569589798757,7.180343227176301,hypersonic,ramjet,2.75,359.7075327937559,255.39569589798757,104.31183689576832,0.0
3.8606060606060604,27652.579648479372,0.025973746328961194,224.30257964847934,1159.0853474073563,17447.589327677342,0.144579940597859,0.021661495469727565,0.0020394983365511063,0.019621997133176458,0.0,7.750979094270272,132.27930701270242,132.435,264.7143070127025,6.6745133455773065,hypersonic,ramjet,2.75,325.60454105168003,264.7143070127025,60.89023403897755,0.0
4.003030303030303,28245.707024176005,0.023670400756065045,224.89570702417598,1203.4339352710567,17140.367252845193,0.14717137569807306,0.023033920568359956,0.0019952362119049377,0.021038684356455017,0.0,8.181462225981868,138.18345023509403,132.435,270.6184502350941,6.389332430894627,hypersonic,ramjet,2.75,318.96263714973566,270.6184502350941,48.34418691464157,0.0
4.1454545454545455,28648.477522571964,0.02222697212057553,225.29847752257194,1247.366509227691,17291.730886796762,0.14588310708082775,0.023368929514223438,0.0019463826801029548,0.02142254683412048,0.0,8.41032999546707,141.43123409536585,132.435,273.8662340953659,6.2426097435073515,hypersonic,ramjet,2.75,321.25727152536615,273.8662340953659,47.39103743000027,0.0
4.287878787878788,29017.93288466151,0.020982543476054563,225.6679328846615,1291.2793884352002,17493.172293998552,0.14420320032158243,0.0235828057515826,0.0018998020389164774,0.021683003712666123,0.0,8.61397304008078,144.38832946591705,132.435,276.8233294659171,6.11476012823051,hypersonic,ramjet,2.75,322.92903972796586,276.8233294659171,46.105710262048774,0.0
4.43030303030303,29343.630749001415,0.019944974362468715,225.9936307490014,1335.132371553985,17776.740737895085,0.1419029205502224,0.023583076636392836,0.0018536647110957935,0.02172941192529704,0.0,8.773159522249998,146.73058370847323,132.435,279.16558370847326,6.017150465060239,hypersonic,ramjet,2.75,325.4059609603573,279.16558370847326,46.24037725188401,0.0
4.572727272727272,29615.12875414845,0.019120455386582826,226.26512875414844,1378.8813794051591,18176.993403386266,0.13877825515970582,0.02329189471350297,0.0018069757460694852,0.021484918967433483,0.0,8.87005593132288,148.1818157958988,132.435,280.6168157958988,5.958220954830787,hypersonic,ramjet,2.75,329.8626118485496,280.6168157958988,49.2457960526508,0.0
4.715151515151515,29821.98453865938,0.018515833488227045,226.47198453865937,1422.4784283006409,18732.884225905826,0.13466006612494558,0.022648495462701465,0.001759091822284622,0.020889403640416842,0.0,8.888053329066665,148.495075187809,132.435,280.93007518780894,5.945651725374415,hypersonic,ramjet,2.75,337.41890043729984,280.93007518780894,56.4888252494909,0.0
4.857575757575757,29953.755741090972,0.01814096242739181,226.60375574109094,1465.871589460932,19490.464239406643,0.12942592837122818,0.02161632489325538,0.0017095411929848351,0.019906783700270544,0.0,8.812542617658607,147.45927256178635,132.435,279.89427256178635,5.9874159465289605,hypersonic,ramjet,2.75,349.4138576181606,279.89427256178635,69.51958505637424,0.0
5.0,29999.999999999996,0.018011261699596673,226.64999999999998,1509.0049328945215,20506.684972418916,0.12301215101145002,0.020190821807610677,0.001657958098245838,0.018532863709364838,0.0,8.632104435025193,144.9163877500213,132.435,277.3513877500213,6.092478661026177,hypersonic,ramjet,2.75,366.94350179076514,277.3513877500213,89.59211404074387,0.0
